Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners;id
523;Hardinxveld-Giessendam;7;18295;38.3;523
72;Harlingen;3;15720;19.1;72
244;Hattem;7;12213;57.3;244
396;Heemskerk;16;39188;40.8;396
397;Heemstede;24;27239;88.1;397
246;Heerde;27;18587;145.3;246
74;Heerenveen;5;50494;9.9;74
398;Heerhugowaard;20;57592;34.7;398
917;Heerlen;68;87057;78.1;917
1658;Heeze-Leende;12;16150;74.3;1658
399;Heiloo;13;23974;54.2;399
163;Hellendoorn;8;35923;22.3;163
530;Hellevoetsluis;10;40158;24.9;530
794;Helmond;75;92432;81.1;794
531;Hendrik-Ido-Ambacht;5;31204;16;531
164;Hengelo;23;81147;28.3;164
1966;Het Hogeland;7;47834;14.6;1966
252;Heumen;15;16450;91.2;252
797;Heusden;37;44699;82.8;797
534;Hillegom;3;22208;13.5;534
798;Hilvarenbeek;10;15514;64.5;798
402;Hilversum;24;90883;26.4;402
1963;Hoeksche Waard;51;87461;58.3;1963
1735;Hof van Twente;14;35013;40;1735
1911;Hollands Kroon;17;48434;35.1;1911
118;Hoogeveen;8;55697;14.4;118
405;Hoorn;17;73232;23.2;405
1507;Horst aan de Maas;25;42433;58.9;1507
321;Houten;47;50146;93.7;321
406;Huizen;13;41273;31.5;406
677;Hulst;2;27556;7.3;677
353;IJsselstein;26;34110;76.2;353
1884;Kaag en Braassem;5;27300;18.3;1884
166;Kampen;45;54340;82.8;166
678;Kapelle;2;12691;15.8;678
537;Katwijk;15;65754;22.8;537
928;Kerkrade;28;45744;61.2;928
1598;Koggenland;6;22752;26.4;1598
542;Krimpen aan den IJssel;7;29533;23.7;542
1931;Krimpenerwaard;24;56319;42.6;1931
1659;Laarbeek;33;22530;146.5;1659
1685;Landerd;42;15730;267;1685
882;Landgraaf;28;37457;74.8;882
415;Landsmeer;7;11492;60.9;415
416;Langedijk;14;28157;49.7;416
1621;Lansingerland;34;62396;54.5;1621
417;Laren;8;11274;71;417
80;Leeuwarden;19;124058;15.3;80
546;Leiden;30;125174;24;546
547;Leiderdorp;4;27059;14.8;547
1916;Leidschendam-Voorburg;18;76553;23.5;1916
995;Lelystad;29;78619;36.9;995
1640;Leudal;37;35896;103.1;1640
327;Leusden;16;30399;52.6;327
1705;Lingewaard;22;46606;47.2;1705
553;Lisse;3;22957;13.1;553
262;Lochem;11;33730;32.6;262
809;Loon op Zand;25;23407;106.8;809
331;Lopik;13;14471;89.8;331
24;Loppersum;1;9533;10.5;24
168;Losser;1;22685;4.4;168
263;Maasdriel;6;25034;24;263
1641;Maasgouw;13;23960;54.3;1641
556;Maassluis;11;33216;33.1;556
935;Maastricht;126;121558;103.7;935
420;Medemblik;8;45104;17.7;420
938;Meerssen;8;18832;42.5;938
1948;Meierijstad;195;81197;240.2;1948
119;Meppel;4;33902;11.8;119
687;Middelburg;9;48810;18.4;687
1842;Midden-Delfland;3;19344;15.5;1842
1731;Midden-Drenthe;2;33182;6;1731
1952;Midden-Groningen;5;60804;8.2;1952
815;Mill en Sint Hubert;7;10941;64;815
1709;Moerdijk;6;37136;16.2;1709
1978;Molenlanden;17;43931;38.7;1978
1955;Montferland;5;36009;13.9;1955
335;Montfoort;11;13920;79;335
944;Mook en Middelaar;5;7847;63.7;944
1740;Neder-Betuwe;16;24342;65.7;1740
946;Nederweert;21;17022;123.4;946
356;Nieuwegein;17;63461;26.8;356
569;Nieuwkoop;7;28809;24.3;569
267;Nijkerk;15;43176;34.7;267
268;Nijmegen;132;177698;74.3;268
1930;Nissewaard;28;85237;32.8;1930
1970;Noardeast-Fryslân;4;45251;8.8;1970
1695;Noord-Beveland;2;7395;27;1695
1699;Noordenveld;3;31242;9.6;1699
171;Noordoostpolder;10;47262;21.2;171
575;Noordwijk;10;43528;23;575
820;Nuenen, Gerwen en Nederwetten;11;23379;47.1;820
302;Nunspeet;39;27845;140.1;302
579;Oegstgeest;12;24843;48.3;579
823;Oirschot;10;18723;53.4;823
824;Oisterwijk;23;26241;87.6;824
1895;Oldambt;0;38213;0;1895
269;Oldebroek;19;23645;80.4;269
173;Oldenzaal;17;31832;53.4;173
1773;Olst-Wijhe;6;18251;32.9;1773
175;Ommen;7;18007;38.9;175
1586;Oost Gelre;7;29623;23.6;1586
826;Oosterhout;31;55990;55.4;826
85;Ooststellingwerf;1;25472;3.9;85
431;Oostzaan;7;9733;71.9;431
432;Opmeer;2;11837;16.9;432
86;Opsterland;6;29742;20.2;86
828;Oss;128;91932;139.2;828
1509;Oude IJsselstreek;5;39392;12.7;1509
437;Ouder-Amstel;7;14029;49.9;437
589;Oudewater;18;10226;176;589
1734;Overbetuwe;51;47909;106.5;1734
590;Papendrecht;6;32133;18.7;590
1894;Peel en Maas;107;43420;246.4;1894
765;Pekela;2;12199;16.4;765
1926;Pijnacker-Nootdorp;23;55329;41.6;1926
439;Purmerend;48;81233;59.1;439
273;Putten;6;24113;24.9;273
177;Raalte;13;37709;34.5;177
703;Reimerswaal;7;22728;30.8;703
274;Renkum;17;31404;54.1;274
339;Renswoude;1;5448;18.4;339
1667;Reusel-De Mierden;4;13110;30.5;1667
275;Rheden;27;43736;61.7;275
340;Rhenen;5;20125;24.8;340
597;Ridderkerk;19;46204;41.1;597
1742;Rijssen-Holten;13;38178;34.1;1742
603;Rijswijk;14;54432;25.7;603
1669;Roerdalen;13;20572;63.2;1669
957;Roermond;31;58254;53.2;957
1674;Roosendaal;25;77226;32.4;1674
599;Rotterdam;249;651376;38.2;599
277;Rozendaal;2;1705;117.3;277
840;Rucphen;10;22873;43.7;840
518;s-Gravenhage;124;545163;22.7;518
441;Schagen;13;46482;28;441
279;Scherpenzeel;4;9880;40.5;279
606;Schiedam;19;78739;24.1;606
88;Schiermonnikoog;0;947;0;88
1676;Schouwen-Duiveland;9;33858;26.6;1676
965;Simpelveld;10;10552;94.8;965
1702;Sint Anthonis;18;11672;154.2;1702
845;Sint-Michielsgestel;28;29203;95.9;845
1883;Sittard-Geleen;98;92422;106;1883
610;Sliedrecht;6;25217;23.8;610
1714;Sluis;6;23217;25.8;1714
90;Smallingerland;5;56154;8.9;90
342;Soest;28;46607;60.1;342
847;Someren;19;19376;98.1;847
848;Son en Breugel;20;17321;115.5;848
37;Stadskanaal;1;31688;3.2;37
180;Staphorst;5;17144;29.2;180
532;Stede Broec;18;21734;82.8;532
851;Steenbergen;14;24501;57.1;851
1708;Steenwijkerland;8;44139;18.1;1708
971;Stein;29;25000;116;971
1904;Stichtse Vecht;30;64928;46.2;1904
1900;Súdwest-Fryslân;15;89987;16.7;1900
715;Terneuzen;16;54438;29.4;715
93;Terschelling;0;4889;0;93
448;Texel;3;13573;22.1;448
1525;Teylingen;11;37426;29.4;1525
716;Tholen;20;25758;77.6;716
281;Tiel;23;42161;54.6;281
855;Tilburg;254;219800;115.6;855
183;Tubbergen;11;21279;51.7;183
1700;Twenterand;5;33743;14.8;1700
1730;Tynaarlo;16;33879;47.2;1730
737;Tytsjerksteradiel;3;32046;9.4;737
856;Uden;123;42122;292;856
450;Uitgeest;7;13649;51.3;450
451;Uithoorn;11;29466;37.3;451
184;Urk;9;21033;42.8;184
344;Utrecht;243;357694;67.9;344
1581;Utrechtse Heuvelrug;22;49601;44.4;1581
981;Vaals;6;10099;59.4;981
994;Valkenburg aan de Geul;11;16360;67.2;994
858;Valkenswaard;20;31200;64.1;858
47;Veendam;1;27387;3.7;47
345;Veenendaal;13;66491;19.6;345
717;Veere;8;21885;36.6;717
861;Veldhoven;22;45458;48.4;861
453;Velsen;25;68660;36.4;453
983;Venlo;67;101797;65.8;983
984;Venray;21;43604;48.2;984
1961;Vijfheerenlanden;24;56816;42.2;1961
622;Vlaardingen;28;73445;38.1;622
96;Vlieland;0;1152;0;96
718;Vlissingen;8;44365;18;718
986;Voerendaal;7;12471;56.1;986
626;Voorschoten;6;25603;23.4;626
285;Voorst;13;24546;53;285
865;Vught;29;26554;109.2;865
1949;Waadhoeke;3;46079;6.5;1949
866;Waalre;6;17454;34.4;866
867;Waalwijk;46;48620;94.6;867
627;Waddinxveen;7;29293;23.9;627
289;Wageningen;5;39673;12.6;289
629;Wassenaar;6;26214;22.9;629
852;Waterland;11;17422;63.1;852
988;Weert;27;50107;53.9;988
457;Weesp;8;19729;40.5;457
1960;West Betuwe;24;51198;46.9;1960
668;West Maas en Waal;13;19320;67.3;668
1969;Westerkwartier;15;63375;23.7;1969
1701;Westerveld;3;19460;15.4;1701
293;Westervoort;2;14973;13.4;293
1950;Westerwolde;3;25796;11.6;1950
1783;Westland;38;110357;34.4;1783
98;Weststellingwerf;2;25916;7.7;98
614;Westvoorne;9;14728;61.1;614
189;Wierden;4;24440;16.4;189
296;Wijchen;30;41124;73;296
1696;Wijdemeren;4;24360;16.4;1696
352;Wijk bij Duurstede;7;23910;29.3;352
294;Winterswijk;3;28865;10.4;294
873;Woensdrecht;5;21883;22.8;873
632;Woerden;25;52294;47.8;632
880;Wormerland;6;16299;36.8;880
351;Woudenberg;6;13362;44.9;351
479;Zaanstad;46;156711;29.4;479
297;Zaltbommel;9;28901;31.1;297
473;Zandvoort;6;17116;35.1;473
50;Zeewolde;7;22656;30.9;50
355;Zeist;34;64932;52.4;355
299;Zevenaar;12;43740;27.4;299
637;Zoetermeer;17;125283;13.6;637
638;Zoeterwoude;2;8611;23.2;638
1892;Zuidplas;11;43894;25.1;1892
879;Zundert;17;21821;77.9;879
301;Zutphen;10;47942;20.9;301
1896;Zwartewaterland;36;22690;158.7;1896
642;Zwijndrecht;13;44741;29.1;642
193;Zwolle;63;128831;48.9;193
