Gemnr;Gemeente;Aantal;BevAant;Aantal per 100.000 inwoners;id
1978;Molenlanden;16;43858;36.5;1978
1955;Montferland;4;36026;11.1;1955
335;Montfoort;9;13996;64.3;335
944;Mook en Middelaar;5;7806;64.1;944
1740;Neder-Betuwe;13;24034;54.1;1740
946;Nederweert;18;17001;105.9;946
356;Nieuwegein;15;63036;23.8;356
569;Nieuwkoop;6;28628;21;569
267;Nijkerk;12;42943;27.9;267
268;Nijmegen;122;176731;69;268
1930;Nissewaard;23;84797;27.1;1930
1970;Noardeast-Fryslân;3;45181;6.6;1970
1695;Noord-Beveland;2;7308;27.4;1695
1699;Noordenveld;3;31290;9.6;1699
171;Noordoostpolder;8;46849;17.1;171
575;Noordwijk;8;42859;18.7;575
820;Nuenen, Gerwen en Nederwetten;10;23186;43.1;820
302;Nunspeet;31;27481;112.8;302
579;Oegstgeest;9;24426;36.8;579
823;Oirschot;8;18623;43;823
824;Oisterwijk;21;26140;80.3;824
1895;Oldambt;0;38129;0;1895
269;Oldebroek;16;23598;67.8;269
173;Oldenzaal;15;31840;47.1;173
1773;Olst-Wijhe;6;18071;33.2;1773
175;Ommen;7;17813;39.3;175
1586;Oost Gelre;6;29704;20.2;1586
826;Oosterhout;29;55616;52.1;826
85;Ooststellingwerf;1;25497;3.9;85
431;Oostzaan;7;9757;71.7;431
432;Opmeer;2;11779;17;432
86;Opsterland;5;29723;16.8;86
828;Oss;100;91451;109.3;828
1509;Oude IJsselstreek;5;39473;12.7;1509
437;Ouder-Amstel;7;13916;50.3;437
589;Oudewater;12;10201;117.6;589
1734;Overbetuwe;44;47543;92.5;1734
590;Papendrecht;6;32290;18.6;590
1894;Peel en Maas;96;43311;221.7;1894
765;Pekela;2;12214;16.4;765
1926;Pijnacker-Nootdorp;20;54331;36.8;1926
439;Purmerend;39;80117;48.7;439
273;Putten;6;24198;24.8;273
177;Raalte;12;37511;32;177
703;Reimerswaal;7;22678;30.9;703
274;Renkum;14;31302;44.7;274
339;Renswoude;0;5259;0;339
1667;Reusel-De Mierden;4;13060;30.6;1667
275;Rheden;21;43640;48.1;275
340;Rhenen;2;20004;10;340
597;Ridderkerk;13;46241;28.1;597
1742;Rijssen-Holten;13;38300;33.9;1742
603;Rijswijk;11;53467;20.6;603
1669;Roerdalen;11;20615;53.4;1669
957;Roermond;29;58209;49.8;957
1674;Roosendaal;24;77032;31.2;1674
599;Rotterdam;204;644618;31.6;599
277;Rozendaal;2;1654;120.9;277
840;Rucphen;6;22572;26.6;840
441;Schagen;12;46553;25.8;441
279;Scherpenzeel;3;9873;30.4;279
606;Schiedam;16;77999;20.5;606
88;Schiermonnikoog;0;936;0;88
1676;Schouwen-Duiveland;8;33779;23.7;1676
965;Simpelveld;10;10516;95.1;965
1702;Sint Anthonis;14;11606;120.6;1702
845;Sint-Michielsgestel;22;28991;75.9;845
1883;Sittard-Geleen;94;92661;101.4;1883
610;Sliedrecht;7;25026;28;610
1714;Sluis;6;23386;25.7;1714
90;Smallingerland;5;55938;8.9;90
342;Soest;23;46194;49.8;342
847;Someren;15;19322;77.6;847
848;Son en Breugel;19;16904;112.4;848
37;Stadskanaal;1;31789;3.1;37
180;Staphorst;4;17003;23.5;180
532;Stede Broec;17;21706;78.3;532
851;Steenbergen;11;25054;43.9;851
1708;Steenwijkerland;8;43940;18.2;1708
971;Stein;28;24961;112.2;971
1904;Stichtse Vecht;27;64336;42;1904
1900;Súdwest-Fryslân;12;89710;13.4;1900
715;Terneuzen;14;54589;25.6;715
93;Terschelling;0;4890;0;93
448;Texel;3;13547;22.1;448
1525;Teylingen;10;37061;27;1525
716;Tholen;14;25780;54.3;716
281;Tiel;20;41978;47.6;281
855;Tilburg;230;217259;105.9;855
183;Tubbergen;9;21276;42.3;183
1700;Twenterand;3;33792;8.9;1700
1730;Tynaarlo;15;33698;44.5;1730
737;Tytsjerksteradiel;2;31780;6.3;737
856;Uden;107;41782;256.1;856
450;Uitgeest;4;13528;29.6;450
451;Uithoorn;7;29424;23.8;451
184;Urk;8;20776;38.5;184
344;Utrecht;215;352866;60.9;344
1581;Utrechtse Heuvelrug;17;49515;34.3;1581
981;Vaals;6;10092;59.5;981
994;Valkenburg aan de Geul;10;16470;60.7;994
858;Valkenswaard;17;30910;55;858
47;Veendam;1;27491;3.6;47
345;Veenendaal;7;65589;10.7;345
717;Veere;7;21835;32.1;717
861;Veldhoven;22;45337;48.5;861
453;Velsen;23;68348;33.7;453
983;Venlo;54;101603;53.1;983
984;Venray;20;43326;46.2;984
1961;Vijfheerenlanden;24;55712;43.1;1961
622;Vlaardingen;24;72404;33.1;622
96;Vlieland;0;1138;0;96
718;Vlissingen;8;44371;18;718
986;Voerendaal;7;12452;56.2;986
626;Voorschoten;6;25479;23.5;626
285;Voorst;10;24417;41;285
865;Vught;25;26396;94.7;865
1949;Waadhoeke;2;46039;4.3;1949
866;Waalre;6;17247;34.8;866
867;Waalwijk;39;48240;80.8;867
627;Waddinxveen;6;28316;21.2;627
289;Wageningen;4;38774;10.3;289
629;Wassenaar;6;26211;22.9;629
852;Waterland;11;17315;63.5;852
988;Weert;28;49842;56.2;988
457;Weesp;7;19334;36.2;457
1960;West Betuwe;22;50697;43.4;1960
668;West Maas en Waal;13;19076;68.1;668
1969;Westerkwartier;12;63031;19;1969
1701;Westerveld;2;19348;10.3;1701
293;Westervoort;2;14944;13.4;293
1950;Westerwolde;3;25199;11.9;1950
1783;Westland;30;108603;27.6;1783
98;Weststellingwerf;2;25840;7.7;98
614;Westvoorne;8;14626;54.7;614
189;Wierden;2;24351;8.2;189
296;Wijchen;30;40951;73.3;296
1696;Wijdemeren;4;24013;16.7;1696
352;Wijk bij Duurstede;7;23762;29.5;352
294;Winterswijk;2;28903;6.9;294
873;Woensdrecht;5;21866;22.9;873
632;Woerden;25;52197;47.9;632
880;Wormerland;5;16329;30.6;880
351;Woudenberg;7;13166;53.2;351
479;Zaanstad;31;155885;19.9;479
297;Zaltbommel;7;28451;24.6;297
473;Zandvoort;6;17011;35.3;473
50;Zeewolde;6;22309;26.9;50
355;Zeist;28;63934;43.8;355
299;Zevenaar;10;43488;23;299
637;Zoetermeer;14;124944;11.2;637
638;Zoeterwoude;1;8450;11.8;638
1892;Zuidplas;10;42762;23.4;1892
879;Zundert;15;21612;69.4;879
301;Zutphen;8;47609;16.8;301
1896;Zwartewaterland;33;22503;146.6;1896
642;Zwijndrecht;11;44639;24.6;642
193;Zwolle;56;127497;43.9;193
