gemeente_id,Provinciecode,Provincienaam,Gemeentenaam,BevAant,27-02-2020,28-02-2020,29-02-2020,01-03-2020,02-03-2020,03-03-2020,04-03-2020,05-03-2020,06-03-2020,07-03-2020,08-03-2020,09-03-2020,10-03-2020,11-03-2020,12-03-2020,13-03-2020,14-03-2020,15-03-2020,16-03-2020,17-03-2020,18-03-2020,19-03-2020
1916,28,Zuid-Holland,Leidschendam-Voorburg,75425,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2.0,3.0,3.0,3.0,4.0,5,6,6
995,24,Flevoland,Lelystad,77893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3.0,5.0,7.0,8.0,10,12,13
1640,31,Limburg,Leudal,35681,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4.0,4.0,6.0,6.0,7.0,8,11,13
327,26,Utrecht,Leusden,30030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,3,4
1705,25,Gelderland,Lingewaard,46475,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2.0,2.0,3.0,3.0,3.0,3,4,5
553,28,Zuid-Holland,Lisse,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
262,25,Gelderland,Lochem,33590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
809,30,Noord-Brabant,Loon op Zand,23327,0,0,0,0,1,4,5,5,5,7,7,7,7,7,6.0,7.0,7.0,7.0,7.0,8,9,11
331,26,Utrecht,Lopik,14473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,3,3
24,20,Groningen,Loppersum,9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
168,23,Overijssel,Losser,22622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
263,25,Gelderland,Maasdriel,24693,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1,1,1
1641,31,Limburg,Maasgouw,23716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,2.0,3,4,5
556,28,Zuid-Holland,Maassluis,32768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1,2,2
935,31,Limburg,Maastricht,121565,0,0,0,0,0,0,0,0,2,3,4,6,7,8,8.0,10.0,16.0,21.0,24.0,33,41,42
420,27,Noord-Holland,Medemblik,44809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
938,31,Limburg,Meerssen,18923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,2,2
1948,30,Noord-Brabant,Meierijstad,80815,0,0,0,0,0,0,0,0,0,1,4,10,11,13,18.0,25.0,30.0,34.0,42.0,49,60,72
119,22,Drenthe,Meppel,33564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
687,29,Zeeland,Middelburg,48544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,2,3
1842,28,Zuid-Holland,Midden-Delfland,19391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1731,22,Drenthe,Midden-Drenthe,33178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1952,20,Groningen,Midden-Groningen,60899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,2,2
815,30,Noord-Brabant,Mill en Sint Hubert,10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,1,2
1709,30,Noord-Brabant,Moerdijk,36961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1,1,2
1978,28,Zuid-Holland,Molenlanden,43858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,3,7,9
1955,25,Gelderland,Montferland,36026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
335,26,Utrecht,Montfoort,13996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
944,31,Limburg,Mook en Middelaar,7806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1740,25,Gelderland,Neder-Betuwe,24034,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,3.0,3.0,4.0,4.0,4,4,4
946,31,Limburg,Nederweert,17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,3.0,5,7,7
356,26,Utrecht,Nieuwegein,63036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3,4,6
569,28,Zuid-Holland,Nieuwkoop,28628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,1,1
267,25,Gelderland,Nijkerk,42943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,2,2
268,25,Gelderland,Nijmegen,176731,0,0,0,0,0,0,0,0,1,2,2,3,3,4,6.0,8.0,9.0,12.0,17.0,31,41,48
1930,28,Zuid-Holland,Nissewaard,84797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,3,4,7
1970,21,Friesland,Noardeast-Fryslân,45181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1695,29,Zeeland,Noord-Beveland,7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1699,22,Drenthe,Noordenveld,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1,1
171,24,Flevoland,Noordoostpolder,46849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,2.0,2.0,2,2,2
575,28,Zuid-Holland,Noordwijk,42859,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,3
820,30,Noord-Brabant,"Nuenen, Gerwen en Nederwetten",23186,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1
302,25,Gelderland,Nunspeet,27481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,2.0,2,3,3
579,28,Zuid-Holland,Oegstgeest,24426,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2.0,2.0,4.0,4.0,4.0,4,4,5
823,30,Noord-Brabant,Oirschot,18623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1,1
824,30,Noord-Brabant,Oisterwijk,26140,0,0,0,0,0,0,0,0,1,3,3,3,3,4,5.0,6.0,6.0,6.0,9.0,10,10,10
1895,20,Groningen,Oldambt,38129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
269,25,Gelderland,Oldebroek,23598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,2.0,2,5,5
173,23,Overijssel,Oldenzaal,31840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1,2,3
1773,23,Overijssel,Olst-Wijhe,18071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
175,23,Overijssel,Ommen,17813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1,2,2
1586,25,Gelderland,Oost Gelre,29704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
826,30,Noord-Brabant,Oosterhout,55616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,4.0,5.0,6.0,8,9,9
85,21,Friesland,Ooststellingwerf,25497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
431,27,Noord-Holland,Oostzaan,9757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,2
432,27,Noord-Holland,Opmeer,11779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
86,21,Friesland,Opsterland,29723,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.0,2.0,2.0,2.0,2.0,2,2,2
828,30,Noord-Brabant,Oss,91451,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3.0,3.0,4.0,5.0,11.0,14,20,26
1509,25,Gelderland,Oude IJsselstreek,39473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,2,2
437,27,Noord-Holland,Ouder-Amstel,13916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,3,3
589,26,Utrecht,Oudewater,10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,1,2
1734,25,Gelderland,Overbetuwe,47543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,6.0,8.0,9,9,11
590,28,Zuid-Holland,Papendrecht,32290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
1894,31,Limburg,Peel en Maas,43311,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4.0,8.0,10.0,14.0,19.0,31,36,41
765,20,Groningen,Pekela,12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,1,1
1926,28,Zuid-Holland,Pijnacker-Nootdorp,54331,0,0,0,0,0,0,0,2,2,2,2,2,4,5,5.0,6.0,6.0,7.0,8.0,10,11,11
439,27,Noord-Holland,Purmerend,80117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,2.0,2.0,2.0,2,4,7
273,25,Gelderland,Putten,24198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2,2,2
177,23,Overijssel,Raalte,37511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,3,3,3
703,29,Zeeland,Reimerswaal,22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2,3,4
274,25,Gelderland,Renkum,31302,0,0,0,0,0,0,0,0,1,1,5,5,5,7,7.0,7.0,7.0,8.0,8.0,8,8,8
339,26,Utrecht,Renswoude,5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1667,30,Noord-Brabant,Reusel-De Mierden,13060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
275,25,Gelderland,Rheden,43640,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,1.0,1.0,2,3,4
340,26,Utrecht,Rhenen,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
597,28,Zuid-Holland,Ridderkerk,46241,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1
1742,23,Overijssel,Rijssen-Holten,38300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
603,28,Zuid-Holland,Rijswijk,53467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,3,3
1669,31,Limburg,Roerdalen,20615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
957,31,Limburg,Roermond,58209,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,1.0,2.0,2.0,2.0,4,6,13
1674,30,Noord-Brabant,Roosendaal,77032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,2.0,5.0,6.0,6,6,7
599,28,Zuid-Holland,Rotterdam,644618,0,0,0,0,0,1,3,5,9,11,14,14,15,15,15.0,20.0,24.0,25.0,30.0,41,58,81
277,25,Gelderland,Rozendaal,1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,2,2
840,30,Noord-Brabant,Rucphen,22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,1,2
441,27,Noord-Holland,Schagen,46553,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,3.0,4.0,4.0,4,5,6
279,25,Gelderland,Scherpenzeel,9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
606,28,Zuid-Holland,Schiedam,77999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,1,2
88,21,Friesland,Schiermonnikoog,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1676,29,Zeeland,Schouwen-Duiveland,33779,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2.0,2.0,2.0,2.0,2.0,2,2,2
965,31,Limburg,Simpelveld,10516,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.0,2.0,2.0,3.0,3.0,4,5,5
1702,30,Noord-Brabant,Sint Anthonis,11606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,2.0,3.0,4,5,8
845,30,Noord-Brabant,Sint-Michielsgestel,28991,0,0,0,0,0,0,0,1,2,3,5,5,5,5,5.0,5.0,6.0,6.0,8.0,8,10,10
1883,31,Limburg,Sittard-Geleen,92661,0,0,0,0,0,0,0,2,5,4,7,8,13,20,20.0,23.0,35.0,37.0,38.0,42,51,51
610,28,Zuid-Holland,Sliedrecht,25026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
1714,29,Zeeland,Sluis,23386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2,2,2
90,21,Friesland,Smallingerland,55938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,2.0,3.0,3.0,3,3,3
342,26,Utrecht,Soest,46194,0,0,0,0,0,0,0,4,6,7,7,7,8,8,8.0,8.0,8.0,8.0,10.0,11,12,13
847,30,Noord-Brabant,Someren,19322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,2,3,3
848,30,Noord-Brabant,Son en Breugel,16904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,2.0,2.0,2.0,4.0,4,4,5
37,20,Groningen,Stadskanaal,31789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
180,23,Overijssel,Staphorst,17003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1,1,2
532,27,Noord-Holland,Stede Broec,21706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1,3
851,30,Noord-Brabant,Steenbergen,25054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,2,2,4
1708,23,Overijssel,Steenwijkerland,43940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
971,31,Limburg,Stein,24961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,3.0,3.0,3.0,3,4,4
1904,26,Utrecht,Stichtse Vecht,64336,0,0,0,0,0,0,0,2,3,4,5,5,5,5,5.0,6.0,6.0,7.0,7.0,8,9,10
1900,21,Friesland,Súdwest-Fryslân,89710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,2,2
715,29,Zeeland,Terneuzen,54589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,2,3,4
93,21,Friesland,Terschelling,4890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
448,27,Noord-Holland,Texel,13547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2
1525,28,Zuid-Holland,Teylingen,37061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,2,2
716,29,Zeeland,Tholen,25780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,2,2
281,25,Gelderland,Tiel,41978,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0,2.0,2.0,3.0,4.0,4,4,4
855,30,Noord-Brabant,Tilburg,217259,1,1,3,4,4,2,3,3,4,10,12,27,29,42,50.0,67.0,68.0,68.0,84.0,88,95,119
183,23,Overijssel,Tubbergen,21276,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,3
1700,23,Overijssel,Twenterand,33792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1730,22,Drenthe,Tynaarlo,33698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,3,4
737,21,Friesland,Tytsjerksteradiel,31780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1,1
856,30,Noord-Brabant,Uden,41782,0,0,0,0,0,0,0,0,2,6,7,12,13,18,21.0,25.0,28.0,33.0,43.0,49,53,60
450,27,Noord-Holland,Uitgeest,13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
451,27,Noord-Holland,Uithoorn,29424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,2
184,24,Flevoland,Urk,20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,4
344,26,Utrecht,Utrecht,352866,0,0,0,0,2,2,2,6,8,11,13,13,14,18,25.0,26.0,30.0,38.0,48.0,60,69,83
1581,26,Utrecht,Utrechtse Heuvelrug,49515,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2.0,2.0,2.0,2.0,3.0,5,6,8
981,31,Limburg,Vaals,10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
994,31,Limburg,Valkenburg aan de Geul,16470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2,2,2
858,30,Noord-Brabant,Valkenswaard,30910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
47,20,Groningen,Veendam,27491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
345,26,Utrecht,Veenendaal,65589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,1,2
717,29,Zeeland,Veere,21835,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,1.0,1.0,1,1,1
861,30,Noord-Brabant,Veldhoven,45337,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,2
453,27,Noord-Holland,Velsen,68348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,4.0,4,4,4
983,31,Limburg,Venlo,101603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0,2.0,3.0,4.0,6.0,8,12,21
984,31,Limburg,Venray,43326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,3
1961,26,Utrecht,Vijfheerenlanden,55712,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.0,2.0,2.0,2.0,3.0,4,4,7
622,28,Zuid-Holland,Vlaardingen,72404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,2,2,4
96,21,Friesland,Vlieland,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
718,29,Zeeland,Vlissingen,44371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,3.0,4,4,5
986,31,Limburg,Voerendaal,12452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,3,3
626,28,Zuid-Holland,Voorschoten,25479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
285,25,Gelderland,Voorst,24417,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1,1,1
865,30,Noord-Brabant,Vught,26396,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0,2.0,2.0,2.0,3.0,6,7,8
1949,21,Friesland,Waadhoeke,46039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
866,30,Noord-Brabant,Waalre,17247,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1,2,2
867,30,Noord-Brabant,Waalwijk,48240,0,0,0,0,0,0,0,0,1,3,5,5,5,6,6.0,9.0,8.0,8.0,10.0,11,12,13
627,28,Zuid-Holland,Waddinxveen,28316,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1,3
289,25,Gelderland,Wageningen,38774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
629,28,Zuid-Holland,Wassenaar,26211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,3.0,3,3,4
852,27,Noord-Holland,Waterland,17315,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0,1.0,1.0,2.0,3.0,3,4,7
988,31,Limburg,Weert,49842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
457,27,Noord-Holland,Weesp,19334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1960,25,Gelderland,West Betuwe,50697,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2.0,3.0,3.0,3.0,3.0,6,6,8
668,25,Gelderland,West Maas en Waal,19076,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.0,2.0,2.0,3.0,3.0,3,3,3
1969,20,Groningen,Westerkwartier,63031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1,1,3
1701,22,Drenthe,Westerveld,19348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
293,25,Gelderland,Westervoort,14944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1950,20,Groningen,Westerwolde,25199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1783,28,Zuid-Holland,Westland,108603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3,6,7
98,21,Friesland,Weststellingwerf,25840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
614,28,Zuid-Holland,Westvoorne,14626,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1.0,1.0,2.0,3.0,3.0,3,3,3
189,23,Overijssel,Wierden,24351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
296,25,Gelderland,Wijchen,40951,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.0,3.0,3.0,4.0,5.0,6,8,8
1696,27,Noord-Holland,Wijdemeren,24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
352,26,Utrecht,Wijk bij Duurstede,23762,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2.0,2.0,2.0,3.0,3.0,4,4,4
294,25,Gelderland,Winterswijk,28903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
873,30,Noord-Brabant,Woensdrecht,21866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
632,26,Utrecht,Woerden,52197,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,3,4,4
880,27,Noord-Holland,Wormerland,16329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1
351,26,Utrecht,Woudenberg,13166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1,2,2
479,27,Noord-Holland,Zaanstad,155885,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2,2,4
297,25,Gelderland,Zaltbommel,28451,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,3,3,3
473,27,Noord-Holland,Zandvoort,17011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1,1,1
50,24,Flevoland,Zeewolde,22309,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1.0,1.0,2.0,2.0,2.0,2,3,3
355,26,Utrecht,Zeist,63934,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4.0,4.0,4.0,6.0,8.0,12,12,12
299,25,Gelderland,Zevenaar,43488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2,3
637,28,Zuid-Holland,Zoetermeer,124944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1
638,28,Zuid-Holland,Zoeterwoude,8450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
1892,28,Zuid-Holland,Zuidplas,42762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
879,30,Noord-Brabant,Zundert,21612,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2.0,3.0,3.0,3.0,3.0,4,6,6
301,25,Gelderland,Zutphen,47609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1
1896,23,Overijssel,Zwartewaterland,22503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,2.0,2.0,2.0,4,4,5
642,28,Zuid-Holland,Zwijndrecht,44639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,3.0,4,5,6
193,23,Overijssel,Zwolle,127497,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2.0,2.0,3.0,4.0,6.0,8,12,16
